50
5
1
-31 0 0 -30 0 0 0 0 0 0 0 0 0 0 0 0 0 -70 0 0 0 0 -23 0 0 0 0 0 0 0 0 0 0 0 -50 -43 0 0 0 0 179 0 0 -53 -14 0 0 -57 -35 -64
0 -80 0 0 0 0 -16 0 0 0 -4 0 0 0 0 0 0 0 0 0 0 -77 0 0 0 0 -29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 184 0 0 0 -30 0 0 0 -55
0 0 0 0 -22 -57 -40 -77 0 0 0 0 0 0 0 0 -43 -79 0 0 0 -58 -60 0 -56 0 0 0 -23 0 -58 0 0 0 0 0 -48 0 0 -61 0 0 146 -60 0 0 0 0 0 0
-75 0 0 0 0 0 0 0 0 0 0 0 0 -69 0 -47 -26 0 -51 0 0 0 0 0 0 0 0 0 0 -29 -80 0 -56 -54 0 0 0 0 0 0 -53 0 -60 104 0 0 -55 0 0 0
0 0 0 0 0 0 0 -53 0 -27 0 0 0 -21 0 0 -3 0 0 0 0 -55 -7 0 0 0 -16 0 0 0 0 0 0 0 0 0 0 -64 -39 0 -14 0 0 0 80 0 0 0 0 0
0 0 0 0 0 0 0 0 -2 0 0 0 -5 0 0 0 0 0 -8 -51 0 0 0 -26 0 0 0 -41 0 0 0 0 0 0 0 0 0 -9 0 0 0 -30 0 0 0 102 0 0 0 0
-10 -9 0 0 0 0 -14 0 0 -46 0 0 0 -22 0 0 -20 0 -55 0 0 -62 -4 -16 0 -43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -55 0 0 133 0 0 0
0 -49 0 0 0 0 0 -39 0 0 0 0 -35 0 0 -48 0 0 0 0 -36 0 -11 0 0 0 0 0 0 -78 0 0 0 0 -25 0 0 0 0 0 -57 0 0 0 0 0 0 134 0 -67
-10 -62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -69 0 0 0 -26 0 0 0 0 0 0 0 -25 0 0 -52 0 0 0 0 0 0 -70 -35 0 0 0 0 0 0 0 167 0
0 0 -25 0 0 -78 0 0 0 0 0 0 -19 0 0 0 -50 -56 0 -50 0 0 0 0 0 -57 0 0 0 0 0 0 0 0 0 0 0 -43 0 -5 -64 -55 0 0 0 0 0 -67 0 173
