submit 4564 22120
submit 7062 33477
rank 3325
remove 4139
submit 8350 47180
top_k 42
submit 6161 3532
submit 1525 25628
submit 5652 2418
top_k 21
rank 8031
submit 2374 12146
top_k 20
submit 3276 48073
rank 238
remove 2374
rank 7042
remove 8203
submit 9409 11115
remove 9482
rank 5528
rank 8711
top_k 10
rank 7385
submit 668 19533
remove 9231
submit 1360 35488
top_k 1
submit 2439 42039
submit 9642 28562
top_k 29
submit 738 35112
submit 5539 19853
submit 7374 2935
submit 2987 13628
top_k 23
submit 5985 22444
rank 8618
remove 951
remove 4951
remove 7744
top_k 32
submit 7405 17529
submit 3801 31059
submit 3835 13206
submit 4991 28041
submit 202 5637
top_k 29
top_k 12
rank 9533
remove 5923
submit 1160 20788
top_k 47
submit 3188 21569
rank 9776
rank 5484
remove 2222
remove 6479
top_k 31
remove 6296
submit 8966 20290
remove 4854
remove 7240
rank 9814
top_k 30
remove 2915
rank 6769
top_k 1
remove 4464
submit 7627 29549
top_k 5
top_k 15
remove 8914
submit 3705 41536
remove 7374
submit 3802 46549
rank 6778
remove 9805
top_k 11
submit 2480 1172
submit 8542 33294
top_k 16
remove 1063
remove 5704
top_k 47
rank 7661
rank 7429
rank 8494
top_k 15
remove 4700
remove 9985
top_k 29
rank 7607
remove 7627
remove 4762
submit 4163 49793
submit 1173 16912
submit 3128 16726
submit 8712 422
remove 6229
submit 2627 31614
rank 1052
submit 7981 5136
submit 3803 4430
top_k 23
rank 4194
submit 9638 40097
submit 1891 47622
submit 1790 43230
remove 953
top_k 21
rank 9486
rank 2727
submit 7985 45030
rank 6392
submit 7574 18917
top_k 9
top_k 38
rank 9917
top_k 44
top_k 28
top_k 39
submit 334 49699
rank 6272
remove 5548
submit 5577 6840
top_k 36
remove 7953
rank 6969
rank 145
rank 4229
top_k 26
rank 8782
remove 9487
rank 2339
rank 9091
remove 2987
submit 9767 41790
submit 4263 9503
rank 8676
remove 1336
top_k 18
remove 3090
rank 6000
top_k 1
rank 5319
remove 5244
submit 5700 37478
rank 5809
submit 6305 20488
submit 725 11184
rank 6081
submit 587 49533
remove 7574
submit 3423 13696
rank 8794
remove 5652
submit 3565 36871
submit 4779 41927
top_k 15
rank 3064
top_k 45
submit 1850 29543
top_k 37
submit 3889 40699
top_k 12
submit 9523 15750
top_k 49
top_k 38
submit 5960 43019
rank 8908
rank 4716
submit 616 5488
remove 2057
submit 5038 49888
remove 2291
top_k 1
rank 6170
submit 6424 15224
remove 9506
submit 1469 13563
top_k 24
remove 4564
submit 3217 44761
submit 8148 7633
top_k 27
top_k 1
rank 3530
rank 5944
submit 1835 43374
top_k 49
submit 355 42645
submit 2986 36710
submit 8422 29105
remove 808
submit 3724 30464
rank 3805
submit 963 26385
remove 5561
remove 1469
submit 893 47554
submit 1073 47931
submit 7879 42823
submit 8970 3188
submit 7036 41098
rank 1601
remove 1850
submit 107 14945
submit 7854 5179
remove 9631
remove 8712
submit 774 47809
submit 5179 30495
remove 3565
top_k 39
rank 6658
rank 7309
submit 5020 32008
submit 7155 12844
remove 2038
rank 9942
remove 7115
top_k 25
rank 291
submit 8444 9735
remove 5539
rank 6322
rank 748
top_k 29
remove 4120
remove 107
top_k 37
top_k 5
rank 7687
rank 3053
remove 8350
rank 5263
remove 6634
submit 8625 28997
top_k 9
top_k 2
remove 7062
rank 1978
rank 9204
submit 1444 33894
top_k 32
submit 3886 23430
submit 7352 39377
remove 7137
remove 355
submit 7037 35946
submit 5562 993
submit 7702 35307
submit 5793 15399
top_k 32
remove 9122
submit 7773 42089
rank 2713
remove 7981
top_k 15
submit 8347 46308
submit 4753 31221
rank 1606
submit 7339 11749
submit 2200 30815
remove 5020
submit 6732 42780
rank 7028
rank 8773
submit 7376 2539
submit 9381 19744
remove 1869
top_k 26
top_k 45
remove 7043
rank 6291
submit 2434 44343
rank 685
remove 6540
remove 2439
top_k 13
rank 4120
top_k 17
remove 8148
remove 1245
rank 2841
top_k 7
submit 4706 42617
remove 1959
rank 4956
submit 1438 16525
rank 7321
submit 7254 861
submit 3220 46255
rank 9266
remove 9848
remove 5562
remove 8966
top_k 17
rank 1154
submit 3833 9288
remove 7985
top_k 31
submit 7473 20958
remove 774
remove 68
remove 7254
remove 7702
submit 5101 18962
rank 2338
top_k 38
top_k 31
remove 8970
submit 8443 18756
remove 1525
top_k 13
submit 7064 46380
top_k 49
rank 6521
top_k 44
remove 6963
submit 2435 42010
remove 616
submit 2961 38368
submit 4722 12767
remove 3211
top_k 38
top_k 8
submit 8941 38103
rank 4487
remove 3724
remove 3886
remove 3220
rank 8045
top_k 28
rank 2799
remove 5180
submit 3587 29497
top_k 19
remove 8116
top_k 7
submit 189 45590
submit 3348 40919
top_k 2
remove 1531
submit 2642 24258
submit 5981 12963
submit 309 49772
rank 3975
submit 394 21589
rank 9479
submit 1063 4624
top_k 17
top_k 4
submit 481 21242
rank 3386
submit 7691 3466
submit 9484 41822
submit 8412 10428
remove 8347
top_k 42
submit 4774 13098
top_k 12
submit 9811 2836
submit 684 6584
rank 5116
rank 4868
submit 8526 28849
rank 4310
top_k 44
submit 5943 18979
remove 3188
rank 9983
submit 3222 36489
top_k 20
rank 7197
submit 447 8615
remove 2898
rank 9570
top_k 15
remove 7773
rank 437
submit 1591 6409
rank 2366
submit 1193 31132
remove 4443
submit 4775 36570
top_k 40
submit 8613 6641
remove 7405
remove 6123
remove 2013
submit 4880 7085
remove 7879
submit 9340 6991
submit 9096 8793
remove 4880
rank 7
submit 4974 32083
top_k 36
remove 1160
submit 5501 43938
remove 62
remove 5901
top_k 38
top_k 17
remove 9381
remove 8412
top_k 37
top_k 32
submit 8467 5151
submit 6767 15028
top_k 20
submit 1548 32285
remove 1444
submit 1669 42503
remove 6304
submit 3094 35012
submit 4278 26099
top_k 48
remove 9409
submit 4625 24154
submit 266 28469
submit 3321 30447
submit 6774 19736
rank 5748
top_k 20
rank 6430
submit 2463 44280
top_k 50
remove 2627
rank 7164
rank 9602
remove 1790
rank 2914
top_k 27
remove 6534
remove 5038
submit 5608 31031
top_k 23
submit 3274 41141
submit 6941 29256
remove 4471
submit 2719 2097
submit 2779 5764
rank 2457
remove 7802
submit 4776 25343
top_k 44
top_k 3
rank 702
submit 1667 24946
remove 4430
top_k 22
remove 2642
rank 8806
submit 9054 11510
remove 5179
remove 2434
top_k 2
rank 1980
remove 8806
top_k 26
submit 9434 42651
submit 6661 49987
submit 7741 28366
remove 5700
submit 4139 14330
submit 100 24804
submit 7165 3145
submit 4548 33571
top_k 50
remove 8467
submit 7632 22483
submit 7801 40763
submit 9151 37964
rank 832
submit 162 10752
submit 4500 2411
remove 9767
submit 1601 2976
submit 8186 28095
rank 278
rank 2271
rank 6118
submit 2126 32230
remove 3037
remove 6661
rank 1107
remove 4500
rank 6149
submit 5178 49933
top_k 3
top_k 15
submit 4831 14585
submit 9758 1307
rank 5760
submit 5540 29162
remove 4965
submit 4595 11993
top_k 6
rank 2817
top_k 16
top_k 23
rank 2929
submit 9834 5756
top_k 36
submit 9587 45212
submit 6 14483
rank 2128
remove 8143
remove 7691
remove 8444
rank 7781
submit 8035 34773
rank 2482
submit 4415 44968
remove 9642
submit 2520 6450
top_k 35
submit 5225 25295
submit 2035 23347
remove 4722
submit 6763 44770
top_k 7
remove 6327
submit 8042 21894
rank 8857
submit 9241 2250
remove 9649
top_k 13
remove 2480
remove 3878
top_k 20
submit 9256 18294
rank 540
top_k 34
top_k 19
top_k 11
top_k 5
top_k 4
top_k 39
top_k 22
remove 100
remove 3802
remove 4776
rank 9509
submit 8695 33964
remove 668
submit 4463 48083
submit 7010 11825
remove 1101
submit 8172 30634
remove 5540
rank 6347
submit 3084 11584
submit 337 27333
submit 7110 15180
top_k 34
submit 464 46985
rank 1247
top_k 28
submit 7067 34860
submit 9133 18762
top_k 3
remove 266
top_k 46
submit 4944 17507
submit 7706 29219
rank 6339
remove 7741
rank 1953
top_k 45
submit 6535 42272
remove 738
remove 5608
remove 3128
submit 9060 13858
remove 4779
remove 9638
remove 9758
rank 4317
top_k 36
submit 3919 44850
submit 9188 26098
rank 1400
remove 5225
remove 963
submit 2826 19262
remove 1935
submit 9862 44808
submit 5837 6866
submit 8747 37765
submit 1778 41564
top_k 43
remove 4753
submit 3443 394
top_k 22
submit 558 14321
remove 558
top_k 35
top_k 37
remove 4503
rank 1232
remove 865
top_k 45
submit 7819 18673
submit 2498 36183
rank 5489
submit 3917 47187
top_k 1
submit 9444 42200
submit 9640 17573
remove 5501
rank 24
remove 5960
top_k 42
remove 189
rank 2900
submit 9966 43330
rank 5469
submit 3942 5496
submit 10 24971
submit 4387 43788
rank 6312
rank 1961
top_k 33
submit 6740 40276
remove 6
top_k 9
submit 6050 11952
remove 725
submit 8761 1052
remove 9188
top_k 49
remove 7801
remove 8625
top_k 17
remove 9340
remove 3835
rank 3852
rank 2321
remove 9747
submit 4289 5510
remove 9060
remove 8941
submit 6436 11620
remove 1667
submit 8776 6974
submit 5367 39664
submit 9713 21916
submit 6276 19187
rank 4759
top_k 50
remove 9587
submit 5916 4817
submit 5973 6495
submit 4246 44864
submit 3432 23557
rank 379
submit 3338 14217
rank 2880
top_k 3
top_k 32
submit 7111 32330
submit 3999 4755
top_k 29
top_k 9
rank 1445
top_k 30
remove 8172
top_k 35
rank 4917
remove 4263
top_k 38
submit 917 33598
submit 6486 36734
submit 5708 11229
remove 8542
top_k 30
submit 549 35667
submit 4719 12667
top_k 21
remove 9434
top_k 37
submit 5220 28136
rank 8914
submit 3664 35992
top_k 17
remove 4463
top_k 14
rank 6847
top_k 1
submit 211 30535
submit 9974 15196
submit 3504 43602
remove 4278
submit 7899 42025
rank 7481
submit 4293 41255
top_k 33
remove 7632
top_k 31
remove 587
remove 5793
remove 2435
top_k 22
submit 7353 44629
rank 5191
submit 1481 42263
remove 6767
top_k 29
remove 4139
remove 8497
submit 7205 2806
rank 2043
submit 1716 28928
top_k 6
rank 61
submit 1948 15197
remove 1063
remove 8776
submit 7285 38218
submit 6049 31685
submit 6890 15951
submit 3460 20805
rank 8305
rank 5042
top_k 1
top_k 18
submit 1375 42886
remove 4548
rank 2039
remove 3369
submit 7832 46705
submit 3207 4871
remove 6535
submit 3209 26334
rank 4545
submit 7009 25969
submit 9156 44057
rank 1029
submit 23 18235
remove 3209
submit 8345 23756
rank 1655
remove 8651
top_k 19
top_k 22
remove 7152
rank 5883
submit 9398 39787
top_k 22
top_k 33
submit 8837 40622
top_k 47
top_k 29
remove 5577
submit 8855 4006
submit 8670 3845
submit 511 1087
top_k 24
submit 9734 2195
remove 3889
submit 3186 18131
submit 7501 41122
submit 150 43607
rank 4120
top_k 36
remove 3423
rank 746
remove 1778
remove 202
submit 1859 27636
remove 334
submit 8673 24136
submit 3886 44639
remove 9974
rank 7488
rank 6271
top_k 13
rank 1447
remove 7706
top_k 11
submit 5493 35598
submit 5081 6624
remove 7155
remove 7110
top_k 8
submit 6885 8286
rank 8044
submit 107 6242
top_k 21
submit 6340 17744
submit 8361 15316
remove 7165
submit 1501 27098
submit 6152 48571
rank 9438
submit 6741 47560
top_k 45
submit 3780 12668
submit 8431 2637
remove 3801
rank 2834
top_k 4
submit 8247 48631
top_k 9
rank 5759
submit 6490 46580
submit 941 3681
top_k 18
rank 5739
submit 3283 1289
remove 8361
top_k 39
rank 5092
top_k 37
rank 5984
top_k 46
submit 5634 38070
remove 6740
rank 2099
remove 2719
top_k 7
top_k 27
rank 7585
rank 6521
submit 8085 6950
rank 8247
top_k 7
submit 5970 4551
remove 5985
top_k 42
remove 2779
remove 1501
rank 8202
submit 1806 43457
remove 3942
remove 5943
top_k 12
submit 7333 44400
remove 9862
rank 8412
submit 1690 36546
submit 3332 30464
submit 4808 26501
rank 500
top_k 25
submit 9841 33357
top_k 2
top_k 40
submit 8280 29367
rank 2160
rank 8925
top_k 2
submit 2236 49701
remove 6340
top_k 27
remove 5634
remove 6436
top_k 12
top_k 46
rank 8759
remove 162
submit 2379 35428
submit 5398 49860
submit 202 23147
submit 2298 32198
submit 5184 36956
top_k 24
rank 3663
top_k 42
submit 9899 8382
top_k 34
top_k 21
submit 404 37267
top_k 8
top_k 35
rank 7688
submit 4505 15934
top_k 43
submit 5622 35181
submit 4609 28787
top_k 7
top_k 18
rank 2391
rank 6463
remove 1669
submit 7453 36869
remove 5916
submit 4503 36380
submit 9427 25833
remove 3094
remove 7501
remove 9734
rank 1710
top_k 3
top_k 47
rank 2526
rank 355
rank 3646
rank 1751
submit 5763 6703
submit 3416 29958
top_k 42
submit 1522 23418
submit 5895 29358
top_k 22
submit 1723 27880
submit 2315 29348
submit 8060 26885
rank 9019
remove 9966
remove 7453
top_k 37
submit 7251 24043
rank 5843
submit 4933 20038
submit 3510 5426
submit 9158 20460
submit 8701 47882
remove 5981
rank 7182
top_k 41
remove 9640
top_k 6
top_k 46
remove 447
remove 8701
remove 5973
remove 5622
submit 7529 38497
submit 8292 49958
remove 8613
remove 4944
rank 4458
submit 1066 26763
top_k 3
top_k 27
remove 9531
rank 9472
rank 6500
rank 2151
submit 7385 14479
remove 9841
submit 2886 17688
submit 2569 40648
top_k 11
submit 7253 619
top_k 11
rank 1425
remove 7064
rank 880
submit 347 23107
remove 4415
submit 7700 1871
submit 6400 18678
top_k 22
submit 3554 4748
top_k 50
submit 1791 25320
top_k 15
submit 6505 42475
submit 7227 2570
submit 1597 40455
submit 8122 35937
submit 7089 29179
remove 3917
submit 3225 2829
top_k 2
top_k 39
top_k 35
remove 7285
submit 9824 13814
remove 464
top_k 32
submit 8200 47515
rank 4444
submit 9165 41724
top_k 35
remove 4293
submit 1254 33733
remove 6486
remove 4625
submit 1420 45384
submit 9645 38735
submit 8270 5291
remove 3225
submit 692 22974
submit 6030 1287
submit 206 5515
remove 6711
top_k 50
submit 6040 45255
top_k 47
remove 7009
rank 9901
top_k 38
rank 9812
remove 9241
rank 8688
remove 7251
submit 8087 32842
submit 6398 43379
top_k 28
remove 8673
rank 9406
remove 1806
top_k 39
top_k 29
submit 2457 19791
remove 2463
submit 1291 17036
remove 1375
top_k 39
submit 6234 30357
remove 8345
rank 8065
rank 4001
remove 6234
remove 2498
submit 5710 19855
submit 4790 39917
rank 1761
submit 6263 19889
remove 6490
remove 3222
remove 3664
top_k 12
top_k 25
top_k 35
top_k 22
rank 9802
