10000 23000
submit 589 3271
submit 590 44465
submit 591 99797
submit 592 42898
submit 593 63347
submit 594 32181
submit 595 93059
submit 596 37358
submit 597 21294
submit 598 65284
submit 599 54300
submit 600 78746
submit 601 87722
submit 602 61632
submit 603 83375
submit 604 57544
submit 605 85325
submit 606 9751
submit 607 46784
submit 608 5959
submit 609 79220
submit 610 7716
submit 611 27030
submit 612 79220
submit 613 68063
submit 614 61533
submit 615 56186
submit 616 4393
submit 617 35654
submit 618 85288
submit 619 63956
submit 620 57957
submit 621 40297
submit 622 15635
submit 623 76366
submit 624 39423
submit 625 15632
submit 626 7251
submit 627 5924
submit 628 59998
submit 629 33826
submit 630 14083
submit 631 88620
submit 632 63780
submit 633 15191
submit 634 67355
submit 635 31445
submit 636 57612
submit 637 26220
submit 638 12462
submit 639 81297
submit 640 68707
submit 641 57424
submit 642 83698
submit 643 64733
submit 644 10613
submit 645 95344
submit 646 88818
submit 647 29234
submit 648 77505
submit 649 10631
submit 650 66586
submit 651 34950
submit 652 1616
submit 653 16757
submit 654 25164
submit 655 30181
submit 656 45515
submit 657 69560
submit 658 92714
submit 659 20665
submit 660 57024
submit 661 78828
submit 662 58437
submit 663 62900
submit 664 10335
submit 665 60488
submit 666 65430
submit 667 52687
submit 668 34409
submit 669 27997
submit 670 6157
submit 671 62390
submit 672 83120
submit 673 26233
submit 674 32912
submit 675 68243
submit 676 29255
submit 677 45189
submit 678 6408
submit 679 20942
submit 680 48426
submit 681 70879
submit 682 7140
submit 683 96759
submit 684 79180
submit 685 79846
submit 686 37539
submit 687 54855
submit 688 47742
submit 689 61570
submit 690 43809
submit 691 48552
submit 692 13727
submit 693 22867
submit 694 58560
submit 695 51637
submit 696 40772
submit 697 13972
submit 698 27732
submit 699 84972
submit 700 83240
submit 701 79250
submit 702 88201
submit 703 55035
submit 704 84927
submit 705 88397
submit 706 349
submit 707 63637
submit 708 87577
submit 709 7070
submit 710 18321
submit 711 38847
submit 712 92468
submit 713 99737
submit 714 42779
submit 715 14202
submit 716 9738
submit 717 17354
submit 718 11243
submit 719 30220
submit 720 25854
submit 721 79524
submit 722 85148
submit 723 13406
submit 724 8475
submit 725 24413
submit 726 99896
submit 727 22104
submit 728 53353
submit 729 77820
submit 730 69189
submit 731 30823
submit 732 79447
submit 733 70003
submit 734 1752
submit 735 10964
submit 736 45294
submit 737 33989
submit 738 76636
submit 739 43868
submit 740 37925
submit 741 53437
submit 742 98760
submit 743 4526
submit 744 69595
submit 745 88675
submit 746 88642
submit 747 34186
submit 748 28985
submit 749 65929
submit 750 728
submit 751 72168
submit 752 69245
submit 753 91067
submit 754 12233
submit 755 69891
submit 756 22928
submit 757 91013
submit 758 33842
submit 759 34066
submit 760 72414
submit 761 25331
submit 762 12811
submit 763 8195
submit 764 13156
submit 765 34428
submit 766 90200
submit 767 37014
submit 768 57864
submit 769 70997
submit 770 78771
submit 771 99999
submit 772 1276
submit 773 30581
submit 774 90216
submit 775 55022
submit 776 66113
submit 777 92706
submit 778 84653
submit 779 34672
submit 780 38603
submit 781 24921
submit 782 57318
submit 783 33878
submit 784 8083
submit 785 97854
submit 786 57122
submit 787 26081
submit 788 65058
submit 789 76868
submit 790 76728
submit 791 62269
submit 792 71341
submit 793 50408
submit 794 41899
submit 795 4367
submit 796 5190
submit 797 92034
submit 798 73806
submit 799 66952
submit 800 19570
submit 801 14146
submit 802 29010
submit 803 9817
submit 804 42556
submit 805 33647
submit 806 19863
submit 807 4690
submit 808 7010
submit 809 81295
submit 810 1191
submit 811 17123
submit 812 38402
submit 813 21191
submit 814 89773
submit 815 81214
submit 816 28360
submit 817 31968
submit 818 14384
submit 819 96837
submit 820 4819
submit 821 96121
submit 822 19107
submit 823 4922
submit 824 21771
submit 825 28980
submit 826 45424
submit 827 1123
submit 828 42603
submit 829 85060
submit 830 99934
submit 831 53110
submit 832 17927
submit 833 10900
submit 834 41031
submit 835 34747
submit 836 37400
submit 837 60378
submit 838 22978
submit 839 41676
submit 840 83552
submit 841 60340
submit 842 80662
submit 843 60749
submit 844 36980
submit 845 91108
submit 846 58558
submit 847 50699
submit 848 63301
submit 849 79771
submit 850 88644
submit 851 66991
submit 852 88843
submit 853 83624
submit 854 26313
submit 855 68452
submit 856 66166
submit 857 40185
submit 858 63896
submit 859 21146
submit 860 80201
submit 861 70908
submit 862 88531
submit 863 3660
submit 864 22443
submit 865 76380
submit 866 63328
submit 867 40916
submit 868 11127
submit 869 41514
submit 870 50357
submit 871 1378
submit 872 32778
submit 873 93448
submit 874 5247
submit 875 73120
submit 876 44351
submit 877 99997
submit 878 6372
submit 879 49323
submit 880 45779
submit 881 93931
submit 882 58986
submit 883 80679
submit 884 67339
submit 885 68585
submit 886 93047
submit 887 79724
submit 888 72812
submit 889 15879
submit 890 3893
submit 891 12811
submit 892 86522
submit 893 40924
submit 894 28410
submit 895 1695
submit 896 17889
submit 897 13923
submit 898 22315
submit 899 69352
submit 900 49353
submit 901 8254
submit 902 42584
submit 903 31257
submit 904 61111
submit 905 5640
submit 906 14906
submit 907 88946
submit 908 45476
submit 909 32103
submit 910 43979
submit 911 52781
submit 912 26375
submit 913 84067
submit 914 46661
submit 915 73155
submit 916 42443
submit 917 14438
submit 918 91901
submit 919 77682
submit 920 34623
submit 921 99933
submit 922 73043
submit 923 71869
submit 924 67644
submit 925 50855
submit 926 77957
submit 927 83077
submit 928 21008
submit 929 35140
submit 930 42712
submit 931 43618
submit 932 68877
submit 933 93944
submit 934 15902
submit 935 26405
submit 936 39241
submit 937 38106
submit 938 649
submit 939 74358
submit 940 9658
submit 941 74086
submit 942 48864
submit 943 90882
submit 944 4125
submit 945 25558
submit 946 2893
submit 947 75202
submit 948 31429
submit 949 99349
submit 950 97330
submit 951 91519
submit 952 78147
submit 953 35200
submit 954 95676
submit 955 40307
submit 956 11179
submit 957 75959
submit 958 48311
submit 959 28781
submit 960 40464
submit 961 67553
submit 962 87691
submit 963 68157
submit 964 72543
submit 965 78830
submit 966 28243
submit 967 75162
submit 968 78527
submit 969 7186
submit 970 55100
submit 971 7854
submit 972 43268
submit 973 99966
submit 974 20623
submit 975 90170
submit 976 5751
submit 977 84449
submit 978 75047
submit 979 43732
submit 980 2196
submit 981 33579
submit 982 59464
submit 983 6344
submit 984 40129
submit 985 21155
submit 986 4915
submit 987 80944
submit 988 69258
submit 989 85198
submit 990 14134
submit 991 6575
submit 992 38344
submit 993 27809
submit 994 42120
submit 995 24098
submit 996 61052
submit 997 5645
submit 998 24185
submit 999 96363
submit 1000 16172
submit 1001 31272
submit 1002 70881
submit 1003 77685
submit 1004 42936
submit 1005 92274
submit 1006 36882
submit 1007 41313
submit 1008 62564
submit 1009 28058
submit 1010 23357
submit 1011 46573
submit 1012 16094
submit 1013 85226
submit 1014 45579
submit 1015 84212
submit 1016 5953
submit 1017 28327
submit 1018 13717
submit 1019 6177
submit 1020 60081
submit 1021 55429
submit 1022 30090
submit 1023 98281
submit 1024 42919
submit 1025 47173
submit 1026 67410
submit 1027 64770
submit 1028 7888
submit 1029 62313
submit 1030 34280
submit 1031 90743
submit 1032 27194
submit 1033 21215
submit 1034 95494
submit 1035 29699
submit 1036 23918
submit 1037 82581
submit 1038 95254
submit 1039 96525
submit 1040 66614
submit 1041 65336
submit 1042 41940
submit 1043 68
submit 1044 78978
submit 1045 64518
submit 1046 15043
submit 1047 35786
submit 1048 65599
submit 1049 15934
submit 1050 25732
submit 1051 63562
submit 1052 98209
submit 1053 24260
submit 1054 60028
submit 1055 82008
submit 1056 39468
submit 1057 91252
submit 1058 52354
submit 1059 11541
submit 1060 56850
submit 1061 20479
submit 1062 8078
submit 1063 9639
submit 1064 61699
submit 1065 12152
submit 1066 43538
submit 1067 71561
submit 1068 12306
submit 1069 1099
submit 1070 73040
submit 1071 747
submit 1072 94594
submit 1073 51278
submit 1074 20244
submit 1075 32237
submit 1076 87385
submit 1077 25899
submit 1078 98389
submit 1079 1089
submit 1080 72949
submit 1081 77036
submit 1082 52145
submit 1083 22114
submit 1084 50542
submit 1085 18942
submit 1086 37615
submit 1087 35536
submit 1088 76213
submit 1089 31722
submit 1090 33974
submit 1091 86627
submit 1092 35816
submit 1093 98102
submit 1094 8083
submit 1095 34547
submit 1096 31373
submit 1097 1956
submit 1098 78260
submit 1099 66244
submit 1100 26744
submit 1101 23510
submit 1102 77493
submit 1103 46270
submit 1104 82018
submit 1105 23021
submit 1106 93469
submit 1107 39289
submit 1108 32156
submit 1109 94939
submit 1110 12107
submit 1111 69174
submit 1112 80660
submit 1113 56130
submit 1114 90187
submit 1115 92892
submit 1116 32387
submit 1117 12210
submit 1118 35915
submit 1119 81809
submit 1120 10299
submit 1121 22135
submit 1122 8874
submit 1123 25526
submit 1124 33616
submit 1125 82902
submit 1126 8408
submit 1127 49066
submit 1128 70171
submit 1129 84421
submit 1130 12705
submit 1131 38240
submit 1132 52743
submit 1133 53356
submit 1134 34081
submit 1135 90491
submit 1136 70825
submit 1137 10949
submit 1138 33274
submit 1139 52545
submit 1140 75671
submit 1141 53548
submit 1142 28841
submit 1143 4493
submit 1144 62378
submit 1145 27843
submit 1146 65067
submit 1147 47471
submit 1148 60399
submit 1149 44350
submit 1150 82862
submit 1151 62853
submit 1152 91784
submit 1153 70004
submit 1154 96087
submit 1155 44593
submit 1156 65153
submit 1157 78013
submit 1158 37104
submit 1159 88023
submit 1160 2793
submit 1161 72044
submit 1162 24203
submit 1163 31325
submit 1164 42520
submit 1165 61158
submit 1166 60917
submit 1167 51211
submit 1168 63666
submit 1169 9578
submit 1170 62153
submit 1171 47823
submit 1172 47485
submit 1173 54588
submit 1174 88728
submit 1175 67727
submit 1176 12876
submit 1177 43554
submit 1178 49399
submit 1179 69337
submit 1180 92870
submit 1181 68885
submit 1182 70196
submit 1183 7449
submit 1184 62883
submit 1185 49333
submit 1186 79253
submit 1187 52652
submit 1188 44155
submit 1189 58426
submit 1190 45628
submit 1191 58950
submit 1192 70901
submit 1193 28086
submit 1194 21349
submit 1195 21806
submit 1196 61772
submit 1197 52837
submit 1198 42988
submit 1199 49106
submit 1200 34979
submit 1201 82073
submit 1202 46241
submit 1203 26843
submit 1204 89247
submit 1205 74845
submit 1206 61114
submit 1207 89684
submit 1208 68486
submit 1209 734
submit 1210 95330
submit 1211 18849
submit 1212 11394
submit 1213 44628
submit 1214 52432
submit 1215 19738
submit 1216 20046
submit 1217 46638
submit 1218 93265
submit 1219 50996
submit 1220 24385
submit 1221 25760
submit 1222 68671
submit 1223 61335
submit 1224 28129
submit 1225 65770
submit 1226 71692
submit 1227 29115
submit 1228 43423
submit 1229 1651
submit 1230 2895
submit 1231 95312
submit 1232 35951
submit 1233 79025
submit 1234 69465
submit 1235 87874
submit 1236 94530
submit 1237 99557
submit 1238 38050
submit 1239 98785
submit 1240 52371
submit 1241 66485
submit 1242 28834
submit 1243 46285
submit 1244 78725
submit 1245 62051
submit 1246 24052
submit 1247 84672
submit 1248 69992
submit 1249 15643
submit 1250 25435
submit 1251 99043
submit 1252 20823
submit 1253 80972
submit 1254 55742
submit 1255 65578
submit 1256 39027
submit 1257 45252
submit 1258 70916
submit 1259 60358
submit 1260 67033
submit 1261 64158
submit 1262 16245
submit 1263 54012
submit 1264 32242
submit 1265 52934
submit 1266 35906
submit 1267 29365
submit 1268 15740
submit 1269 3078
submit 1270 42442
submit 1271 96491
submit 1272 26450
submit 1273 9625
submit 1274 21861
submit 1275 8121
submit 1276 22891
submit 1277 17165
submit 1278 45294
submit 1279 44026
submit 1280 15236
submit 1281 39660
submit 1282 38713
submit 1283 4519
submit 1284 52858
submit 1285 2881
submit 1286 51338
submit 1287 87603
submit 1288 66599
submit 1289 62183
submit 1290 13442
submit 1291 67998
submit 1292 33422
submit 1293 36138
submit 1294 52212
submit 1295 39955
submit 1296 4570
submit 1297 20781
submit 1298 32170
submit 1299 83443
submit 1300 98983
submit 1301 43573
submit 1302 63455
submit 1303 11809
submit 1304 81119
submit 1305 71515
submit 1306 94331
submit 1307 54345
submit 1308 63871
submit 1309 73702
submit 1310 74774
submit 1311 50075
submit 1312 92349
submit 1313 74765
submit 1314 74387
submit 1315 16618
submit 1316 89949
submit 1317 92067
submit 1318 46668
submit 1319 12629
submit 1320 21423
submit 1321 69977
submit 1322 8734
submit 1323 42250
submit 1324 30359
submit 1325 97286
submit 1326 42889
submit 1327 39244
submit 1328 24004
submit 1329 1654
submit 1330 13254
submit 1331 73296
submit 1332 22242
submit 1333 2040
submit 1334 30405
submit 1335 18892
submit 1336 92397
submit 1337 9901
submit 1338 56840
submit 1339 68773
submit 1340 67736
submit 1341 31334
submit 1342 95587
submit 1343 82445
submit 1344 52186
submit 1345 88203
submit 1346 77737
submit 1347 64678
submit 1348 41843
submit 1349 30556
submit 1350 56218
submit 1351 18700
submit 1352 81755
submit 1353 83284
submit 1354 72730
submit 1355 73803
submit 1356 45513
submit 1357 8435
submit 1358 66390
submit 1359 62149
submit 1360 76374
submit 1361 39069
submit 1362 22323
submit 1363 69454
submit 1364 30274
submit 1365 6448
submit 1366 58249
submit 1367 51190
submit 1368 1993
submit 1369 95201
submit 1370 90933
submit 1371 76350
submit 1372 99501
submit 1373 85831
submit 1374 25499
submit 1375 72358
submit 1376 89322
submit 1377 69633
submit 1378 18822
submit 1379 54697
submit 1380 65090
submit 1381 3710
submit 1382 63467
submit 1383 17188
submit 1384 99344
submit 1385 54855
submit 1386 2949
submit 1387 24523
submit 1388 8723
submit 1389 89827
submit 1390 57362
submit 1391 48974
submit 1392 98742
submit 1393 46350
submit 1394 42991
submit 1395 36708
submit 1396 69061
submit 1397 52460
submit 1398 86791
submit 1399 43041
submit 1400 84272
submit 1401 42283
submit 1402 29628
submit 1403 94282
submit 1404 22481
submit 1405 67514
submit 1406 11032
submit 1407 4764
submit 1408 71938
submit 1409 56814
submit 1410 83150
submit 1411 50375
submit 1412 33369
submit 1413 63931
submit 1414 10374
submit 1415 17594
submit 1416 94019
submit 1417 91344
submit 1418 1796
submit 1419 51122
submit 1420 72506
submit 1421 27419
submit 1422 65663
submit 1423 81168
submit 1424 29828
submit 1425 3553
submit 1426 4580
submit 1427 79853
submit 1428 62417
submit 1429 76835
submit 1430 10030
submit 1431 48605
submit 1432 10753
submit 1433 75569
submit 1434 80689
submit 1435 55743
submit 1436 66770
submit 1437 81523
submit 1438 98454
submit 1439 20052
submit 1440 46966
submit 1441 7344
submit 1442 95969
submit 1443 59325
submit 1444 56066
submit 1445 5340
submit 1446 33912
submit 1447 64550
submit 1448 5890
submit 1449 33564
submit 1450 54490
submit 1451 47636
submit 1452 84528
submit 1453 75826
submit 1454 47905
submit 1455 52988
submit 1456 34584
submit 1457 44874
submit 1458 70414
submit 1459 58117
submit 1460 70048
submit 1461 61575
submit 1462 76933
submit 1463 71024
submit 1464 87122
submit 1465 71627
submit 1466 72785
submit 1467 9332
submit 1468 94164
submit 1469 48909
submit 1470 50970
submit 1471 14114
submit 1472 14595
submit 1473 78001
submit 1474 52032
submit 1475 15493
submit 1476 98428
submit 1477 79289
submit 1478 94827
submit 1479 10649
submit 1480 69862
submit 1481 37126
submit 1482 56813
submit 1483 7955
submit 1484 57592
submit 1485 2681
submit 1486 80809
submit 1487 36785
submit 1488 32811
submit 1489 49291
submit 1490 38130
submit 1491 46678
submit 1492 83419
submit 1493 34214
submit 1494 50660
submit 1495 42832
submit 1496 15595
submit 1497 11290
submit 1498 98250
submit 1499 90920
submit 1500 7656
submit 1501 47302
submit 1502 22644
submit 1503 33317
submit 1504 81186
submit 1505 39185
submit 1506 64736
submit 1507 94663
submit 1508 70996
submit 1509 1737
submit 1510 13733
submit 1511 37875
submit 1512 8829
submit 1513 90018
submit 1514 43532
submit 1515 25218
submit 1516 5923
submit 1517 66322
submit 1518 2920
submit 1519 74813
submit 1520 23767
submit 1521 82884
submit 1522 39228
submit 1523 68943
submit 1524 74488
submit 1525 82606
submit 1526 42484
submit 1527 3959
submit 1528 78213
submit 1529 12173
submit 1530 95427
submit 1531 15571
submit 1532 7049
submit 1533 4099
submit 1534 74841
submit 1535 49970
submit 1536 4713
submit 1537 75242
submit 1538 19345
submit 1539 71546
submit 1540 24925
submit 1541 80080
submit 1542 62523
submit 1543 10790
submit 1544 71011
submit 1545 78073
submit 1546 22944
submit 1547 51268
submit 1548 51830
submit 1549 68422
submit 1550 89592
submit 1551 37810
submit 1552 26893
submit 1553 76454
submit 1554 8615
submit 1555 97429
submit 1556 83491
submit 1557 13205
submit 1558 74463
submit 1559 99615
submit 1560 41564
submit 1561 15400
submit 1562 66340
submit 1563 68613
submit 1564 2329
submit 1565 39089
submit 1566 92026
submit 1567 97683
submit 1568 57048
submit 1569 86314
submit 1570 80616
submit 1571 29762
submit 1572 77014
submit 1573 48987
submit 1574 1541
submit 1575 29707
submit 1576 58721
submit 1577 78832
submit 1578 28967
submit 1579 38541
submit 1580 69649
submit 1581 29416
submit 1582 16171
submit 1583 58598
submit 1584 80654
submit 1585 9260
submit 1586 48140
submit 1587 95629
submit 1588 33179
submit 1589 83297
submit 1590 65259
submit 1591 24552
submit 1592 6562
submit 1593 46728
submit 1594 44168
submit 1595 44336
submit 1596 63062
submit 1597 59679
submit 1598 64534
submit 1599 95015
submit 1600 1878
submit 1601 50571
submit 1602 53889
submit 1603 35800
submit 1604 45955
submit 1605 11979
submit 1606 23345
submit 1607 52578
submit 1608 44113
submit 1609 71182
submit 1610 82977
submit 1611 79710
submit 1612 82274
submit 1613 95537
submit 1614 36711
submit 1615 93712
submit 1616 27408
submit 1617 61353
submit 1618 56939
submit 1619 92315
submit 1620 85967
submit 1621 71111
submit 1622 86308
submit 1623 78956
submit 1624 93373
submit 1625 9892
submit 1626 87248
submit 1627 33203
submit 1628 45744
submit 1629 76183
submit 1630 25841
submit 1631 29841
submit 1632 40726
submit 1633 72200
submit 1634 92844
submit 1635 36781
submit 1636 90825
submit 1637 45021
submit 1638 85724
submit 1639 34342
submit 1640 82328
submit 1641 57308
submit 1642 4883
submit 1643 24246
submit 1644 48308
submit 1645 25271
submit 1646 7015
submit 1647 36174
submit 1648 29389
submit 1649 59286
submit 1650 89016
submit 1651 29412
submit 1652 40623
submit 1653 71504
submit 1654 45307
submit 1655 33985
submit 1656 41599
submit 1657 98054
submit 1658 86244
submit 1659 50497
submit 1660 6280
submit 1661 51782
submit 1662 94981
submit 1663 65249
submit 1664 27544
submit 1665 67355
submit 1666 72961
